threshold,VP,VN,FP,FN,TPR,S,FPR,FNR,TNR,E
0.125984,850,1459,101,580,0.5944055944055944,0.5944055944055944,0.06474358974358975,0.40559440559440557,0.9352564102564103,0.9352564102564103
0.126186,849,1459,101,581,0.5937062937062937,0.5937062937062937,0.06474358974358975,0.4062937062937063,0.9352564102564103,0.9352564102564103
0.126478,849,1460,100,581,0.5937062937062937,0.5937062937062937,0.0641025641025641,0.4062937062937063,0.9358974358974359,0.9358974358974359
0.126708,848,1460,100,582,0.593006993006993,0.593006993006993,0.0641025641025641,0.406993006993007,0.9358974358974359,0.9358974358974359
0.126779,847,1460,100,583,0.5923076923076923,0.5923076923076923,0.0641025641025641,0.4076923076923077,0.9358974358974359,0.9358974358974359
0.127087,847,1461,99,583,0.5923076923076923,0.5923076923076923,0.06346153846153846,0.4076923076923077,0.9365384615384615,0.9365384615384615
0.127208,846,1461,99,584,0.5916083916083916,0.5916083916083916,0.06346153846153846,0.4083916083916084,0.9365384615384615,0.9365384615384615
0.127363,845,1461,99,585,0.5909090909090909,0.5909090909090909,0.06346153846153846,0.4090909090909091,0.9365384615384615,0.9365384615384615
0.127368,844,1461,99,586,0.5902097902097903,0.5902097902097903,0.06346153846153846,0.4097902097902098,0.9365384615384615,0.9365384615384615
0.127406,843,1461,99,587,0.5895104895104896,0.5895104895104896,0.06346153846153846,0.4104895104895105,0.9365384615384615,0.9365384615384615
0.127494,843,1462,98,587,0.5895104895104896,0.5895104895104896,0.06282051282051282,0.4104895104895105,0.9371794871794872,0.9371794871794872
0.127576,842,1462,98,588,0.5888111888111888,0.5888111888111888,0.06282051282051282,0.4111888111888112,0.9371794871794872,0.9371794871794872
0.128141,842,1463,97,588,0.5888111888111888,0.5888111888111888,0.06217948717948718,0.4111888111888112,0.9378205128205128,0.9378205128205128
0.128477,841,1463,97,589,0.5881118881118881,0.5881118881118881,0.06217948717948718,0.41188811188811186,0.9378205128205128,0.9378205128205128
0.128673,840,1463,97,590,0.5874125874125874,0.5874125874125874,0.06217948717948718,0.4125874125874126,0.9378205128205128,0.9378205128205128
0.12868,839,1463,97,591,0.5867132867132867,0.5867132867132867,0.06217948717948718,0.4132867132867133,0.9378205128205128,0.9378205128205128
